(City: Careyland, Pop: 5086547, Elevation: 1645.0)
(City: PortMyriam, Pop: 7512191, Elevation: 2446.0)
(City: Nathanialtown, Pop: 10962999, Elevation: 1828.0)
(City: PortAngie, Pop: 39010954, Elevation: 1881.0)
(City: Ondrickaberg, Pop: 44484055, Elevation: 2962.0)
(City: Mayerton, Pop: 32638178, Elevation: 1601.0)
(City: SouthGenefort, Pop: 14629090, Elevation: 3191.0)
(City: Dickitown, Pop: 36777597, Elevation: 2334.0)
(City: EastDuncanmouth, Pop: 38504964, Elevation: 1794.0)
(City: PortNayeliside, Pop: 24908116, Elevation: 1215.0)
(City: Kutchville, Pop: 363791, Elevation: 2096.0)
(City: Aileenland, Pop: 30356855, Elevation: 2046.0)
(City: Verliemouth, Pop: 45943582, Elevation: 1358.0)
(City: EastKamren, Pop: 31382414, Elevation: 3656.0)
(City: EastMackenziebury, Pop: 33513186, Elevation: 971.0)
(City: Uptonmouth, Pop: 7568109, Elevation: 3720.0)
(City: Rosaleeville, Pop: 15113464, Elevation: 3770.0)
(City: D'Amoremouth, Pop: 2332642, Elevation: 3445.0)
(City: EastJanetview, Pop: 36359970, Elevation: 764.0)
(City: Arleneville, Pop: 38239141, Elevation: 1496.0)
(City: NewLorenafort, Pop: 38824857, Elevation: 1714.0)
(City: Trompfurt, Pop: 13034053, Elevation: 3135.0)
(City: LakeRusty, Pop: 11019030, Elevation: 428.0)
(City: WestCharlotte, Pop: 37721513, Elevation: 3791.0)
(City: WestPansytown, Pop: 47042927, Elevation: 2167.0)
(City: Kuphalmouth, Pop: 41813832, Elevation: 2323.0)
(City: Eichmannville, Pop: 8008918, Elevation: 3273.0)
(City: Simonismouth, Pop: 33447345, Elevation: 918.0)
(City: SouthBulah, Pop: 4169200, Elevation: 3133.0)
(City: WestElna, Pop: 16854253, Elevation: 609.0)
(City: Oberbrunnerville, Pop: 44184918, Elevation: 243.0)
(City: Betsyburgh, Pop: 10789862, Elevation: 2452.0)
(City: Rathchester, Pop: 42091444, Elevation: 921.0)
(City: PortRosalia, Pop: 35200566, Elevation: 2586.0)
(City: SouthCorene, Pop: 39346585, Elevation: 1660.0)
(City: PortDonald, Pop: 23805603, Elevation: 3809.0)
(City: Bartonchester, Pop: 37321661, Elevation: 539.0)
(City: Ameliachester, Pop: 45199574, Elevation: 1989.0)
(City: NewElaina, Pop: 37900747, Elevation: 1422.0)
(City: NewSebastian, Pop: 2571363, Elevation: 2176.0)
(City: Walshland, Pop: 7407195, Elevation: 3804.0)
(City: LakeNoemyton, Pop: 40638932, Elevation: 2804.0)
(City: Raynormouth, Pop: 469250, Elevation: 1149.0)
(City: Boscofort, Pop: 28779, Elevation: 956.0)
(City: LakeKendrickstad, Pop: 910733, Elevation: 861.0)
(City: Braunhaven, Pop: 626566, Elevation: 2248.0)
(City: LakeJovanibury, Pop: 43907284, Elevation: 3354.0)
(City: SouthBertrandland, Pop: 6521721, Elevation: 1994.0)
(City: Kipshire, Pop: 26424524, Elevation: 3773.0)
(City: WestBrandtfurt, Pop: 20510627, Elevation: 2604.0)
(City: PortHeloisetown, Pop: 45385181, Elevation: 2771.0)
(City: Robertoburgh, Pop: 16883900, Elevation: 2372.0)
(City: Kendallhaven, Pop: 30522359, Elevation: 2610.0)
(City: Demarcuston, Pop: 5532725, Elevation: 1690.0)
(City: Loyberg, Pop: 24686404, Elevation: 3659.0)
(City: WestKimberly, Pop: 23607978, Elevation: 3803.0)
(City: NewGonzalofort, Pop: 49000641, Elevation: 320.0)
(City: PortGarettton, Pop: 10310576, Elevation: 1254.0)
(City: Alvafort, Pop: 3993207, Elevation: 841.0)
(City: SouthChelseymouth, Pop: 6048016, Elevation: 1576.0)
(City: Kellenfort, Pop: 47238835, Elevation: 1851.0)
(City: WestSophie, Pop: 3778357, Elevation: 1548.0)
(City: SouthStephanyfurt, Pop: 46121005, Elevation: 1940.0)
(City: NewMauriciomouth, Pop: 16060686, Elevation: 969.0)
(City: Zoieside, Pop: 43368878, Elevation: 2156.0)
(City: Emardland, Pop: 13180387, Elevation: 222.0)
(City: Bahringerbury, Pop: 4475705, Elevation: 2310.0)
(City: Fadelbury, Pop: 44607771, Elevation: 3578.0)
(City: Rolfsonton, Pop: 4686662, Elevation: 2497.0)
(City: Lylafurt, Pop: 21609980, Elevation: -8.0)
(City: SouthOniefurt, Pop: 44890578, Elevation: 381.0)
(City: LakeLuestad, Pop: 45559876, Elevation: 2731.0)
(City: NorthAndreaneland, Pop: 2796628, Elevation: 632.0)
(City: PortBretchester, Pop: 42762973, Elevation: 2700.0)
(City: WestVellafurt, Pop: 8740258, Elevation: 2606.0)
(City: PortMalcolmfurt, Pop: 27175650, Elevation: 862.0)
(City: Franeckihaven, Pop: 44267657, Elevation: 1322.0)
(City: SouthGerardfort, Pop: 41425675, Elevation: 2630.0)
(City: Joesphside, Pop: 34138882, Elevation: -80.0)
(City: LakeChandlermouth, Pop: 37031774, Elevation: 606.0)
(City: WestSalvador, Pop: 27733871, Elevation: 1302.0)
(City: O'Haraburgh, Pop: 47135377, Elevation: 498.0)
(City: Zemlakchester, Pop: 37635510, Elevation: 1024.0)
(City: NorthPeter, Pop: 49259118, Elevation: 179.0)
(City: SouthBeverly, Pop: 48024882, Elevation: 842.0)
(City: NorthDemarco, Pop: 4718935, Elevation: 1112.0)
(City: PortRosario, Pop: 36968901, Elevation: 2426.0)
(City: Sawaynchester, Pop: 4869259, Elevation: 1996.0)
(City: NorthKolby, Pop: 11289056, Elevation: -95.0)
(City: Quigleybury, Pop: 36590556, Elevation: 3218.0)
(City: Sidneyburgh, Pop: 27253903, Elevation: 3062.0)
(City: SouthVan, Pop: 2916614, Elevation: 2162.0)
(City: Mauricebury, Pop: 25082512, Elevation: 185.0)
(City: Runolfssontown, Pop: 22365578, Elevation: 3249.0)
(City: Framiland, Pop: 32089369, Elevation: 2094.0)
(City: NorthAdityaside, Pop: 44980590, Elevation: 1469.0)
(City: Mertzchester, Pop: 7879587, Elevation: 3494.0)
(City: SouthJerod, Pop: 18655493, Elevation: 994.0)
(City: Hoppemouth, Pop: 40912056, Elevation: 3750.0)
(City: Carolyneport, Pop: 14289242, Elevation: 1372.0)
(City: PortJefferyburgh, Pop: 14695036, Elevation: 2014.0)
(City: Johnsview, Pop: 37847460, Elevation: 1927.0)
(City: EastRobynburgh, Pop: 17536510, Elevation: 127.0)
(City: WestClair, Pop: 8247510, Elevation: 2122.0)
(City: Schoenport, Pop: 40740412, Elevation: 663.0)
(City: SouthGeovannyshire, Pop: 32425557, Elevation: 3685.0)
(City: EastDarronview, Pop: 37071799, Elevation: 3523.0)
(City: PortGreenport, Pop: 48955499, Elevation: 68.0)
(City: Ferrymouth, Pop: 25868890, Elevation: 1958.0)
(City: Lindgrenport, Pop: 32332022, Elevation: 858.0)
(City: PortHowellside, Pop: 17380107, Elevation: 747.0)
(City: PortNorma, Pop: 3148378, Elevation: 3775.0)
(City: NewBeryl, Pop: 40736912, Elevation: 381.0)
(City: SouthLexusfurt, Pop: 17724820, Elevation: 3141.0)
(City: Romagueraberg, Pop: 27568012, Elevation: 266.0)
(City: WestKatherynview, Pop: 36627542, Elevation: 2358.0)
(City: Barrowsborough, Pop: 22985348, Elevation: 3835.0)
(City: WestCecilville, Pop: 39003634, Elevation: 2000.0)
(City: Wintheisermouth, Pop: 42970206, Elevation: 3680.0)
(City: Larsonside, Pop: 8513766, Elevation: 1649.0)
(City: LakeGarlandmouth, Pop: 4891865, Elevation: 2103.0)
(City: Ronnystad, Pop: 40193641, Elevation: 354.0)
(City: Patienceville, Pop: 44459145, Elevation: 3589.0)
(City: EastOralshire, Pop: 1828493, Elevation: 1291.0)
(City: NorthLucasshire, Pop: 42867815, Elevation: 2735.0)
(City: Bruenside, Pop: 39348654, Elevation: 411.0)
(City: Dareland, Pop: 8371108, Elevation: 1460.0)
(City: Daijaville, Pop: 43899433, Elevation: 655.0)
(City: Duanebury, Pop: 41351569, Elevation: 860.0)
(City: NewKeelyberg, Pop: 42664688, Elevation: 1044.0)
(City: EastEmory, Pop: 13846593, Elevation: 1416.0)
(City: Runtefort, Pop: 47562230, Elevation: 3396.0)
(City: Harberland, Pop: 21979787, Elevation: 2219.0)
(City: NorthLuisa, Pop: 48809292, Elevation: 1533.0)
(City: WestPreciousbury, Pop: 16851110, Elevation: 1752.0)
(City: Laurianemouth, Pop: 32181262, Elevation: 2408.0)
(City: EastLouiemouth, Pop: 38687179, Elevation: 3221.0)
(City: Smithtown, Pop: 19593145, Elevation: 982.0)
(City: NewAudreyborough, Pop: 36108477, Elevation: 3088.0)
(City: Vandervorttown, Pop: 2969664, Elevation: 1290.0)
(City: NewConnorfurt, Pop: 47934130, Elevation: 1299.0)
(City: Hallietown, Pop: 16279201, Elevation: 1365.0)
(City: PortCarleton, Pop: 49152031, Elevation: 1968.0)
(City: WestJeanette, Pop: 43335290, Elevation: 3315.0)
(City: NorthTressiehaven, Pop: 31842389, Elevation: 2193.0)
(City: Yasminstad, Pop: 9505183, Elevation: 1744.0)
(City: Reneeside, Pop: 18422353, Elevation: 3575.0)
(City: EastGabrielle, Pop: 31287646, Elevation: 1627.0)
(City: Gaylordborough, Pop: 23171117, Elevation: -92.0)
(City: SouthJoshuahland, Pop: 10511618, Elevation: 2342.0)
(City: WestHilton, Pop: 22546365, Elevation: 1505.0)
(City: EastAlayna, Pop: 38095819, Elevation: 93.0)
(City: SouthSiennashire, Pop: 24071008, Elevation: 1895.0)
(City: NewAlenabury, Pop: 34589933, Elevation: 1234.0)
(City: Deonborough, Pop: 19984900, Elevation: 248.0)
(City: Justynchester, Pop: 1428905, Elevation: 998.0)
(City: WestKianmouth, Pop: 42967107, Elevation: 2246.0)
(City: PortCharlie, Pop: 24150696, Elevation: 293.0)
(City: Hellerside, Pop: 32264609, Elevation: 2103.0)
(City: Jacobitown, Pop: 49912957, Elevation: 2119.0)
(City: SouthHillard, Pop: 32278649, Elevation: 2669.0)
(City: Rosettafort, Pop: 48680584, Elevation: 239.0)
(City: SouthArchberg, Pop: 37533277, Elevation: 3253.0)
(City: SouthVeronica, Pop: 46270868, Elevation: 592.0)
(City: Ahmadside, Pop: 3117543, Elevation: 360.0)
(City: LakeSophie, Pop: 9513967, Elevation: 3071.0)
(City: SouthAlexysshire, Pop: 42687057, Elevation: 2362.0)
(City: SouthMikayla, Pop: 4280020, Elevation: -93.0)
(City: PortBentonberg, Pop: 48173752, Elevation: 3152.0)
(City: NewSalmamouth, Pop: 17873802, Elevation: 1625.0)
(City: Wildermanton, Pop: 26898102, Elevation: 773.0)
(City: Edwinaville, Pop: 34822637, Elevation: 185.0)
(City: PortMaudiemouth, Pop: 20994347, Elevation: 214.0)
(City: SouthAbigayle, Pop: 23548083, Elevation: 1250.0)
(City: D'angelobury, Pop: 20513604, Elevation: 3263.0)
(City: SouthFoster, Pop: 1765510, Elevation: 3035.0)
(City: Okunevamouth, Pop: 27950917, Elevation: 317.0)
(City: PortAlexaside, Pop: 362118, Elevation: 1539.0)
(City: Lyricmouth, Pop: 32052664, Elevation: 1233.0)
(City: SouthDonaldfort, Pop: 46998151, Elevation: 748.0)
(City: Buckridgebury, Pop: 30258446, Elevation: 3730.0)
(City: NorthJammie, Pop: 1362487, Elevation: 3256.0)
(City: Wilhelmtown, Pop: 19796315, Elevation: 3906.0)
(City: WestAylashire, Pop: 2624681, Elevation: 1377.0)
(City: Moenton, Pop: 15052855, Elevation: 2523.0)
(City: SouthVivianneborough, Pop: 36605053, Elevation: 211.0)
(City: PortVelmahaven, Pop: 24906019, Elevation: 517.0)
(City: WestLia, Pop: 24587659, Elevation: 1092.0)
(City: LakeRhett, Pop: 19453253, Elevation: 3637.0)
(City: Kiarachester, Pop: 33129420, Elevation: 3575.0)
(City: EastLuz, Pop: 40875239, Elevation: 581.0)
(City: NorthErvinshire, Pop: 37226162, Elevation: 517.0)
(City: PortAydenbury, Pop: 45075018, Elevation: 2093.0)
(City: Vidalfurt, Pop: 19015383, Elevation: 3408.0)
(City: Courtneychester, Pop: 17713361, Elevation: 460.0)
(City: NewRiley, Pop: 3557385, Elevation: 853.0)
(City: LakeOkey, Pop: 48836576, Elevation: 3818.0)
(City: EastShakira, Pop: 13942800, Elevation: 319.0)
(City: NorthEverardotown, Pop: 17124800, Elevation: 2641.0)
(City: Summerstad, Pop: 41833418, Elevation: 453.0)
(City: Salvatorebury, Pop: 1413390, Elevation: 2029.0)
(City: SouthDannieborough, Pop: 4475400, Elevation: 3379.0)
(City: Greenfeldermouth, Pop: 39895566, Elevation: 403.0)
(City: WestBridiebury, Pop: 1237995, Elevation: 817.0)
(City: Fadelside, Pop: 41876993, Elevation: 2268.0)
(City: Stantonmouth, Pop: 36735597, Elevation: 2701.0)
(City: EastVivianne, Pop: 8593608, Elevation: 1363.0)
(City: Cummerataville, Pop: 35094982, Elevation: 1265.0)
(City: Lethachester, Pop: 28348197, Elevation: 516.0)
(City: WestThurman, Pop: 18453460, Elevation: 3395.0)
(City: SouthChazside, Pop: 15711249, Elevation: 1706.0)
(City: Halvorsonmouth, Pop: 33332999, Elevation: 1998.0)
(City: EastMittieland, Pop: 3755033, Elevation: 940.0)
(City: LakeKristy, Pop: 34246980, Elevation: 1561.0)
(City: SouthAbelardo, Pop: 5208510, Elevation: 2365.0)
(City: Stellaland, Pop: 32580674, Elevation: 610.0)
(City: WestAudra, Pop: 40525044, Elevation: 2869.0)
(City: NewCarmelburgh, Pop: 41233776, Elevation: 2841.0)
(City: Madelynnland, Pop: 31447628, Elevation: 2021.0)
(City: NewAbelmouth, Pop: 3665179, Elevation: 2597.0)
(City: SouthVickymouth, Pop: 29381345, Elevation: 1426.0)
(City: Kilbackbury, Pop: 1558267, Elevation: 796.0)
(City: Legrosberg, Pop: 27439068, Elevation: 1735.0)
(City: WestAlverta, Pop: 30049533, Elevation: 689.0)
(City: Wilfredview, Pop: 182234, Elevation: 1084.0)
(City: NewLetachester, Pop: 37903275, Elevation: 2383.0)
(City: Codyview, Pop: 24193099, Elevation: 3898.0)
(City: Hayestown, Pop: 39164105, Elevation: 464.0)
(City: LakeYeseniaburgh, Pop: 15471896, Elevation: 922.0)
(City: EastMozellehaven, Pop: 18719655, Elevation: 2208.0)
(City: NewJodystad, Pop: 40949428, Elevation: 3505.0)
(City: Annabellmouth, Pop: 41060062, Elevation: 19.0)
(City: NorthGenevieve, Pop: 40221388, Elevation: 3473.0)
(City: WestJoan, Pop: 36401279, Elevation: 3071.0)
(City: PortKeelychester, Pop: 14742974, Elevation: 1811.0)
(City: NewHaroldton, Pop: 2769326, Elevation: 2462.0)
(City: Starkmouth, Pop: 37465547, Elevation: 1587.0)
(City: WestEulaliafort, Pop: 32157501, Elevation: 3428.0)
(City: EastKavon, Pop: 14198889, Elevation: 2307.0)
(City: Haagville, Pop: 27304462, Elevation: 3694.0)
(City: Esmeraldamouth, Pop: 6058804, Elevation: 2479.0)
(City: EastBerry, Pop: 12515418, Elevation: 1243.0)
(City: PortCharlotte, Pop: 4921532, Elevation: 2753.0)
(City: Raynorshire, Pop: 27352906, Elevation: 3028.0)
(City: Zackborough, Pop: 19143947, Elevation: 2347.0)
(City: WestHulda, Pop: 34944840, Elevation: 676.0)
(City: Welchburgh, Pop: 17938467, Elevation: 3742.0)
(City: Croninville, Pop: 38820806, Elevation: 3836.0)
(City: Parisianborough, Pop: 42061559, Elevation: 2987.0)
(City: Markshaven, Pop: 6991729, Elevation: 3513.0)
(City: LakeMariam, Pop: 43752323, Elevation: 2862.0)
(City: Erickborough, Pop: 48823759, Elevation: 3426.0)
(City: Wolfland, Pop: 44979555, Elevation: 2099.0)
(City: Jenamouth, Pop: 2996584, Elevation: 96.0)
(City: Wiegandchester, Pop: 21839027, Elevation: 1431.0)
(City: Roxaneshire, Pop: 44707174, Elevation: 3109.0)
(City: EastUnaton, Pop: 29345308, Elevation: 2996.0)
(City: Caitlynburgh, Pop: 3634855, Elevation: 2310.0)
(City: Delmerburgh, Pop: 14523294, Elevation: 1160.0)
(City: NewCandelarioside, Pop: 11103445, Elevation: 3257.0)
(City: Hegmannbury, Pop: 8702484, Elevation: 375.0)
(City: Damienton, Pop: 33953685, Elevation: 1300.0)
(City: EastBransonburgh, Pop: 18954894, Elevation: 1340.0)
(City: Jermainemouth, Pop: 2178037, Elevation: 2234.0)
(City: Fayview, Pop: 49065386, Elevation: 3131.0)
(City: Juanaland, Pop: 45739530, Elevation: 3685.0)
(City: Tracyburgh, Pop: 2687797, Elevation: 2774.0)
(City: Blanchestad, Pop: 44814365, Elevation: 605.0)
(City: Gibsonburgh, Pop: 24593851, Elevation: 2501.0)
(City: O'Kontown, Pop: 26256051, Elevation: 807.0)
(City: Camdenview, Pop: 12833215, Elevation: 844.0)
(City: NorthLuna, Pop: 45424952, Elevation: 2967.0)
(City: Hammesport, Pop: 48903106, Elevation: 325.0)
(City: Thompsonfurt, Pop: 41904006, Elevation: 1991.0)
(City: NewHiltonfort, Pop: 7783295, Elevation: 560.0)
(City: Braedenborough, Pop: 26204110, Elevation: 2467.0)
(City: WestJoelle, Pop: 36849916, Elevation: 3160.0)
(City: Homenickberg, Pop: 16248234, Elevation: 497.0)
(City: NewHellenport, Pop: 23120577, Elevation: 2121.0)
(City: LakeReggiemouth, Pop: 47035860, Elevation: 1667.0)
(City: Schmitthaven, Pop: 26262706, Elevation: 2915.0)
(City: EastReubentown, Pop: 4553407, Elevation: 3074.0)
(City: Jedidiahfort, Pop: 13532097, Elevation: 3639.0)
(City: WestKasandra, Pop: 8845984, Elevation: 82.0)
(City: Runtemouth, Pop: 43951581, Elevation: 2280.0)
(City: Eloyburgh, Pop: 43974928, Elevation: 3459.0)
(City: Catharineport, Pop: 31118797, Elevation: 533.0)
(City: Franzton, Pop: 43659080, Elevation: 1264.0)
(City: SouthLavonshire, Pop: 36379179, Elevation: 3009.0)
(City: Othoport, Pop: 36416106, Elevation: 2358.0)
(City: Delphinefort, Pop: 49356228, Elevation: 77.0)
(City: EastDasiachester, Pop: 14986562, Elevation: 1312.0)
(City: NorthCarmine, Pop: 30418020, Elevation: 1893.0)
(City: Royceborough, Pop: 3174766, Elevation: 3961.0)
(City: Stantonborough, Pop: 1880089, Elevation: 3277.0)
(City: NorthAllen, Pop: 4590734, Elevation: 3712.0)
(City: EastMarley, Pop: 21041607, Elevation: 2512.0)
(City: Terryburgh, Pop: 22223443, Elevation: 2844.0)
(City: Roxanneside, Pop: 5147877, Elevation: 1254.0)
(City: WestChauncey, Pop: 37356159, Elevation: 1596.0)
(City: Langmouth, Pop: 29608098, Elevation: 3496.0)
(City: EastMarcostown, Pop: 48978373, Elevation: 3467.0)
(City: SouthDenisberg, Pop: 40201586, Elevation: 1209.0)
(City: SouthHymanside, Pop: 7236356, Elevation: 2879.0)
(City: Connshire, Pop: 15754385, Elevation: 2320.0)
(City: NewColtenburgh, Pop: 40147896, Elevation: 2890.0)
(City: EastLeone, Pop: 23432336, Elevation: 3322.0)
(City: Alexandrobury, Pop: 22645222, Elevation: 948.0)
(City: EastFederico, Pop: 239088, Elevation: 2147.0)
(City: WestMaybelleport, Pop: 10148643, Elevation: 1981.0)
(City: PortEna, Pop: 1291083, Elevation: 190.0)
(City: Marlonport, Pop: 41419639, Elevation: -62.0)
(City: Carrollshire, Pop: 33989088, Elevation: 3104.0)
(City: Willowland, Pop: 37603533, Elevation: 1959.0)
(City: NorthMadalinemouth, Pop: 8113522, Elevation: 3600.0)
(City: Ibrahimfurt, Pop: 9101857, Elevation: 655.0)
(City: Greenholtburgh, Pop: 38365634, Elevation: -96.0)
(City: PortReynold, Pop: 37920907, Elevation: 1177.0)
(City: WestBridgettefort, Pop: 7214376, Elevation: 3653.0)
(City: Larkinview, Pop: 15963142, Elevation: 1165.0)
(City: NorthBetsyside, Pop: 23134733, Elevation: 996.0)
(City: Lawsonport, Pop: 9462308, Elevation: 2694.0)
(City: Dickensport, Pop: 34037088, Elevation: 998.0)
(City: WestJohnnystad, Pop: 44771240, Elevation: 1477.0)
(City: SouthTomasa, Pop: 735828, Elevation: 2388.0)
(City: Archibaldland, Pop: 13892501, Elevation: 1193.0)
(City: EastScarlett, Pop: 47966843, Elevation: 2140.0)
(City: NorthGerardton, Pop: 35101109, Elevation: 1640.0)
(City: LakeZacheryview, Pop: 20551626, Elevation: 3682.0)
(City: Maritzafort, Pop: 37014540, Elevation: 2525.0)
(City: Kamrenside, Pop: 23356984, Elevation: 1892.0)
(City: McLaughlinview, Pop: 24748605, Elevation: 3874.0)
(City: PortGideon, Pop: 3782685, Elevation: 1283.0)
(City: Harrisport, Pop: 6587425, Elevation: 2056.0)
(City: WestDora, Pop: 11236160, Elevation: -56.0)
(City: NorthJaidenhaven, Pop: 44495683, Elevation: 3382.0)
(City: Kuhnshire, Pop: 6477123, Elevation: 2294.0)
(City: LakeAshtynview, Pop: 39280959, Elevation: 2565.0)
(City: Carmineton, Pop: 33460119, Elevation: 1714.0)
(City: Lorenaview, Pop: 24851694, Elevation: 2559.0)
(City: Padbergborough, Pop: 28667107, Elevation: 16.0)
(City: NewCecelia, Pop: 27648159, Elevation: 3516.0)
(City: SouthLeonardport, Pop: 6957090, Elevation: 2273.0)
(City: WestBrooklyn, Pop: 17790345, Elevation: 3781.0)
(City: NorthKorbinmouth, Pop: 21213641, Elevation: 538.0)
(City: NewMicahville, Pop: 2931260, Elevation: 2347.0)
(City: EastZion, Pop: 32894972, Elevation: 1672.0)
(City: Haileeside, Pop: 17818528, Elevation: 3977.0)
(City: Marleneland, Pop: 4587549, Elevation: 882.0)
(City: Rutherfordfurt, Pop: 42059632, Elevation: 2043.0)
(City: Macport, Pop: 19646751, Elevation: 3001.0)
(City: PortRosieton, Pop: 3085750, Elevation: 876.0)
(City: Chanelfurt, Pop: 47634044, Elevation: 673.0)
(City: Luellamouth, Pop: 49700231, Elevation: 1332.0)
(City: Marionbury, Pop: 8824769, Elevation: 458.0)
(City: Kassulkeport, Pop: 11808955, Elevation: 3171.0)
(City: EastSantinoshire, Pop: 31504916, Elevation: 3607.0)
(City: Medhurstside, Pop: 31776999, Elevation: 2766.0)
(City: LakeBonitaborough, Pop: 35656167, Elevation: 1501.0)
(City: WestNorval, Pop: 32990265, Elevation: 1397.0)
(City: Katherynmouth, Pop: 13791095, Elevation: 1904.0)
(City: EastZacherymouth, Pop: 31064886, Elevation: 100.0)
(City: WestLuigiport, Pop: 2680792, Elevation: 2523.0)
(City: Mantehaven, Pop: 26181422, Elevation: 3531.0)
(City: LakeKeeley, Pop: 16261787, Elevation: 786.0)
(City: PortHazle, Pop: 39360481, Elevation: 900.0)
(City: EastAniyaburgh, Pop: 47850223, Elevation: 2997.0)
(City: PortCecilia, Pop: 43336086, Elevation: 2108.0)
(City: NewSheamouth, Pop: 14704302, Elevation: 1468.0)
(City: PortJalyn, Pop: 48034108, Elevation: 2524.0)
(City: NorthAudra, Pop: 14765503, Elevation: 3044.0)
(City: Karlton, Pop: 30032716, Elevation: 2131.0)
(City: NorthBud, Pop: 44441541, Elevation: 22.0)
(City: LakeLazaro, Pop: 49027314, Elevation: 2681.0)
(City: Treutelside, Pop: 42005957, Elevation: 3843.0)
(City: Gottliebchester, Pop: 48780847, Elevation: 46.0)
(City: Mayerhaven, Pop: 28462744, Elevation: 647.0)
(City: Borermouth, Pop: 25900162, Elevation: 3979.0)
(City: NorthDarrell, Pop: 36780541, Elevation: 60.0)
(City: Emardton, Pop: 17618785, Elevation: 2898.0)
(City: LakeJasperhaven, Pop: 5704145, Elevation: -9.0)
(City: Lomahaven, Pop: 48548855, Elevation: 2565.0)
(City: Cartwrightton, Pop: 18638991, Elevation: 2596.0)
(City: EastJerodmouth, Pop: 32472847, Elevation: 1484.0)
